Comment,Label,Language
এরকম সন্ত্রাসী তৌহিদ আফ্রিদি  কে বাংলাদেশের জমিনে কঠিন শাস্তি দেওয়া হোক 🤬,Negative,BANGLA
ভালোবাসা অবিরাম ❤❤,Positive,BANGLA
বিশ্বাস করেন ভাই কথাগুলো মনের মতো বলছেন বলে একটা সাবস্ক্রাইব উপহার দিলাম। এগিয়ে যান❤,Positive,BANGLA
আফরিদি সন্তাস,Negative,BANGLA
সহমত,Positive,BANGLA
এনায়েতের আইডি রেস্ট্রিক্ট করার ব্যাবস্থা করা দরকার,Negative,BANGLA
ফাটিয়ে দিয়েছেন একবারে,Positive,BANGLA
তৌহিদ কে দেখলে এখন থাপ্পড়াইতে ইচ্ছে হচ্ছে,Negative,BANGLA
ভিডিও টি সেয়ার করে সবার মাঝে ছরিয়ে দিন..সত্যি জানার অধিকার সবার আছে,Positive,BANGLA
এখন বাক স্বাধীনতা পেয়েছেন ভাই আরো অনেক সত্য-ঘটনা জানতে পারব।,Positive,BANGLA
ইউটিউবারদের মধ্যে আপনি আর স্বপন আহমেদ আমার কাছে প্রিয় মুখ।,Positive,BANGLA
ভালোবাসা অবিরাম vai,Positive,BANGLA
দালাল মুক্ত বাংলাদেশ চাই,Positive,BANGLA
স্বাধীন দেশে দালাল দের কোনো ঠাঁই হবে না ইনশা আল্লাহ্,Positive,BANGLA
"শুভ কামনা ভাই।❤❤❤ ভিডিও যদি নষ্ট হয়ে যায়, পরবর্তীতে আবার আপলোড দিবে । অনুরোধ ছিল।",Positive,BANGLA
আমি আগের থাকে জানতাম তৌহিদ আফ্রিদি একটা বাটপার ছিল,Negative,BANGLA
"তুই তুমি সেরা ,তোমাকে শ্রদ্ধা প্রাবাস,ফান্স থেকে",Positive,BANGLA
এই ভিডিও গুলো বার বার আপলোড দিবেন,Positive,BANGLA
ভাই ধন্যবাদ আপনাকে দালাল দের সামনে আনার জন্য,Positive,BANGLA
দালাল দের পরিচয় করার জন্য ধন্যবাদ  ভাই,Positive,BANGLA
সব দালালের বিচার হবে।✊🇧🇩,Positive,BANGLA
সত্যি কথা বলতে ওরা বুঝিতেই পারে নাই দাবার গুটি পালটে যাবে,Positive,BANGLA
ধন্যবাদ আপনি এইভাবে সত্য কথা সবার মাঝে তুলে ধরার জন্য,Positive,BANGLA
দালাল দালাল দালাল,Negative,BANGLA
🎉আমি সাক্ষী আপনি স্বৈরাচারীর বিরুদ্ধে অনেক কিছু বলেছেন,Positive,BANGLA
আফ্রিদির বাপও ত একটা বাটপার ওর বাপের মতোই হয়েছে।,Negative,BANGLA
তৌহিদ আফ্রিদী বয়কট বয়কট করুন সবাই ✊🗿💥,Negative,BANGLA
"ধন্যবাদ ভাই, বাটপারদের চেহারা চেনাই দেয়ার জন্য।",Positive,BANGLA
জাতীয় বেইমানদের চিনিয়ে দেওয়ার জন্য ধন্যবাদ । এদেরকে না চিনলে পরে আবার ছোবল দিবে,Positive,BANGLA
ধন্যবাদ এইসব দালাল দের মুখোশ তুলে ধরার জন্য।।,Positive,BANGLA
আমি চিনি এদেরকে।,Positive,BANGLA
দরকার হলে প্রতিদিন ২০ করে আপলোড করবেন যাতে ভালো করে চিন্তে পারি কে দালালা ❤,Positive,BANGLA
ইউটিউবে একমাত্র আপনার ভিডিও সম্পুর্ণ দেখি। রেস্পেক্ট ভাই।,Positive,BANGLA
ধন্যবাদ,Positive,BANGLA
আপনাকে ধন্যবাদ ভাই এদের মতো মুখোশদারীদের প্রকাশ্যে আনার জন্য,Positive,BANGLA
দালালদের মুখোশ উন্মোচন করার জন্য ভাইকে অসংখ্য ধন্যবাদ।,Positive,BANGLA
ওরে দেখলে আমার সবদোবেশি দরবেশ লাগে সৈরাচার🤬,Negative,BANGLA
"চমৎকার ভাই, দালাল অথবা গাদ্দারদের চিনিয়ে দেয়ার জন্য।",Positive,BANGLA
আপনাকে স্যালুট জানাই ভাই।,Positive,BANGLA
সেলুট ভাইজান 🫶🤲💞,Positive,BANGLA
কোন দালাল সুযোগ নিতে পারবেনা,Positive,BANGLA
"দালাল দের নিয়ে কথা বলে নিজের যোগ্যতা নষ্ট করবেন না, তবে দালাল কে ধরিয়ে দেওয়ার জন্য ধন্যবাদ।",Positive,BANGLA
"আন্দোলনের সময় তুমিও গর্তের ভিতরে ছিলে, এখন তোমরা গর্তের ভিতর থেকে বের হয়ে আমাদের জ্ঞান দিবা।",Negative,BANGLA
দালাল দের দেশে থাকার কোন অদিকার নাই,Positive,BANGLA
ধন্যবাদ আরো চাই,Positive,BANGLA
নতুন ভক্ত আজ থেকে,Positive,BANGLA
বাংলাদেশে দালাল বেশি,Negative,BANGLA
ছিঃ ছিঃ ছিঃ তৌহিদ আফ্রিদি 🤮🤮,Negative,BANGLA
দালাল মুক্ত দেশ,Positive,BANGLA
কলিজার কাইছার ভাই আমার 🫡🫡❤️‍🔥✊🇧🇩,Positive,BANGLA
এগুলারে ধরে রিমান্ডে নেওয়া হোক,Positive,BANGLA
রেগুলার এদেরকে নিয়ে ভিডিও বানাবেন।,Positive,BANGLA
ধন্যবাদ ভাই,Positive,BANGLA
ভাই এরা influencer হয় কিভাবে? এদের সরাসরি দালাল বলুন,Negative,BANGLA
দালালদের উন্মোচন করুন  ভাই,Positive,BANGLA
ওই আপনার  ছোট  ভাই  🥹 ওহ ম্যান 💥 you guys are great 💥💥,Positive,BANGLA
ধন্যবাদ ভাই দালালদের আসল রুপ তোলে ধরার জন্য।,Positive,BANGLA
